gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
TFAP2C	2.4852384830771523	5.232838512451096	7.920053641680869	3.938870997167387e-06	0.00015114293344610107	4.368140828912951
HSPBP1	0.8333315667162635	5.71174265977895	7.917908903330456	3.949856624281414e-06	0.0001512192261601315	4.336533048500233
TUBB	1.2402685278061103	10.946286619373963	7.915729664481975	3.96105249982489e-06	0.00015130320310126572	4.3691163938195725
TM4SF1	7.655823002933059	5.694469784137706	7.905647708506025	4.013291741323357e-06	0.00015295100747487908	4.3205137713800275
EIF2S2	1.1594556662135131	7.96732375616645	7.8807943328518215	4.145237661139245e-06	0.00015762219314653233	4.279226622246838
GXYLT2	3.2668226863128567	4.164773439598201	7.869944701873572	4.204284167037572e-06	0.00015843364124529255	4.429651024950957
TOMM40	1.7759856260840294	7.069652432859671	7.866241807666435	4.2246413768102085e-06	0.00015884462554820845	4.253826041960008
PRMT3	1.4432250275845426	5.334615724350155	7.860669206089605	4.255476273799668e-06	0.00015964685208426566	4.279513161946076
OLA1	1.7699287565505442	7.0046095210459915	7.857883283248702	4.270981678298692e-06	0.00015987169057275305	4.242002764354886
DLX5	6.44202988137309	0.2245923814704825	7.851200220218937	4.308423639840965e-06	0.00016091483581068242	4.652349279605356
NAA25	1.0946469114032293	5.769752584108968	7.848508732524141	4.323601628407591e-06	0.00016100946586281644	4.2394281865097145
BCL2L12	1.1986341053094525	4.801746632986789	7.845665563421488	4.339697033132376e-06	0.00016100946586281644	4.308017077313613
C22ORF42	4.80029634514541	-1.7783006330484104	7.80945378485499	4.550387770891783e-06	0.00016808432366017186	4.424057665586068
RFC4	1.3726937295632986	5.458595161284591	7.78338475081015	4.7088154535765226e-06	0.00017291658247062632	4.1652038405490615
TSPAN1	5.99336242801019	-0.2599520343851238	7.782858755993125	4.712072039718383e-06	0.00017291658247062632	4.546936105875086
MEIS2	7.558926667174653	2.5338981006296666	7.7797517444128435	4.731357572024835e-06	0.00017324602769721437	4.525878879072815
DLX2	6.091161283166576	1.1789709797296835	7.775036887669101	4.760784324501027e-06	0.00017394456987367122	4.568075168250816
SERP1	1.49287929501111	7.002849440061925	7.760904177002923	4.850167390465606e-06	0.0001764432106743624	4.108556672073705
BOP1	1.8011448749633878	7.050802171656349	7.751772750913532	4.9088712724231155e-06	0.00017819308742033542	4.096213752318796
NUDT19	1.2756696573569961	5.230972988178081	7.742690785680014	4.968010240931452e-06	0.00017995118129167007	4.125200961531485
LHX1	6.449598054618357	-0.5315170515145685	7.731848531637847	5.039609468971005e-06	0.0001813719836081278	4.467325503544946
CFAP65	4.350428226754827	-2.133870970802501	7.726266956968908	5.076897469327206e-06	0.00018195062094402914	4.27534377291309
HTR7	3.9287755500229062	3.083491890249089	7.726201086250195	5.07733927665554e-06	0.00018195062094402914	4.399754141131856
DEPDC1	2.6890993870721833	5.880343699334655	7.691296774230299	5.317324260833304e-06	0.0001893358396314055	4.018644403871777
CKAP2L	1.8824783075603309	5.781632056663065	7.689698789215255	5.328597161662158e-06	0.0001893358396314055	4.019757712563258
MCM6	1.4678498687603145	6.6750165695759796	7.6865315313844125	5.351015875820647e-06	0.0001893358396314055	4.003645529806548
RTN4RL2	2.203789704238363	2.947476088739443	7.684261164145095	5.367148096511591e-06	0.00018950768499594603	4.359337627784221
PRELID3B	1.7260063350003234	6.809394844148027	7.672047454983073	5.454828781522174e-06	0.00019073269867840768	3.984128086565427
TRIM28	1.0445655662333966	8.980952193638226	7.668232383013925	5.482529102197107e-06	0.00019080651821747302	4.0009677940023884
TMPO	1.7509295985382627	7.474771700904895	7.66634358599285	5.496298736590799e-06	0.00019086010922702806	3.9796719163417222
LRFN1	2.8064870482893878	2.897495547559101	7.646626338436895	5.64226479865881e-06	0.00019527144902861885	4.3140827870340015
LYPD8	5.48477598318783	-1.8046834961796712	7.639880656157635	5.693148175652634e-06	0.00019570886084758246	4.225316860588654
SENP3-EIF4A1	1.5129055005634275	3.7254831208356705	7.63966635432027	5.694772681453496e-06	0.00019570886084758246	4.187863263086874
XRCC6	1.181750019366632	9.089808092678938	7.636900369431487	5.7157845684069565e-06	0.00019570886084758246	3.9590153611535897
CNTNAP3P2	4.9310410874918125	-1.4453612623880672	7.6331975927971625	5.744042435851266e-06	0.00019570886084758246	4.26291634716504
CDK14	2.8594169686464825	3.8430776449284876	7.632109361268173	5.752375632695051e-06	0.00019570886084758246	4.15779564240381
NUP37	1.1594866303108677	5.0801433462801935	7.621837392330857	5.831672516519375e-06	0.000197128891231774	3.970309848919859
PGAM5	1.6199841247602187	6.131721684592634	7.620954168726091	5.838545027169219e-06	0.000197128891231774	3.914761410346726
SRP9	1.08743945666673	7.311403673322991	7.620635110269215	5.8410297990970105e-06	0.000197128891231774	3.9151035148736515
DDIAS	2.306065579451379	4.654567634724441	7.612108248689692	5.907855353651354e-06	0.0001981902693189986	4.003502530605658
GOLT1B	1.467256940611895	5.504538825732953	7.596195072631065	6.034759864496576e-06	0.00020124247825911498	3.902448124720183
RP11-313J2.1	3.1906835636779984	1.3238046688732839	7.593921438393553	6.053127862542969e-06	0.00020145528710051422	4.332035236543536
FBXO22	0.7928385144635133	5.30084478836076	7.59004311022663	6.0845975065281015e-06	0.00020207725989473675	3.9072718433046614
POLA2	1.0276723317054977	5.4574770006560325	7.588659937977842	6.095863078873774e-06	0.00020207725989473675	3.8946753918981507
PFDN4	1.404403652107229	4.685689270364361	7.5829575267636145	6.1425432794315125e-06	0.0002032238679082784	3.958880072039733
CHSY1	1.0437982124083804	6.204041615259652	7.581487361091196	6.1546398679018345e-06	0.0002032240319446486	3.858331782944081
ACTL8	5.038329589722065	-1.6183879245625334	7.579869465356615	6.167981370473364e-06	0.0002032652213598938	4.179152089284686
PA2G4	1.1568384945361876	8.549641338074856	7.5754556317956325	6.204535930054024e-06	0.0002040697365487632	3.8642729585983133
SNX18P7	4.638286320013103	-1.9190442179987983	7.568130050508247	6.26571619914897e-06	0.0002052785422204615	4.126127939183241
GPN3	1.4534703274064666	4.687843471929153	7.5246472215068625	6.642372085656941e-06	0.00021551804564408535	3.8768977977563512
PSMB4	0.7793297144906681	8.524509590151302	7.507146552811374	6.800719709965173e-06	0.00022023062844968145	3.7676536262057407
ZC3H15	1.2827297816865721	6.6422006608280535	7.504704628194735	6.823132652379984e-06	0.00022053152017028924	3.7485144178096164
KRT15	5.065839054185455	1.5281857030836568	7.4996567617603045	6.8697141298774545e-06	0.00022161091243925218	4.203361644729197
ITGA6	3.8008932795276733	7.6668732778239965	7.495550017868089	6.907861219049572e-06	0.00022177334205583253	3.740898433935258
HMGA2	6.031835218961508	5.62472540508469	7.493655564913671	6.925534683681668e-06	0.00022177334205583253	3.7515493128303508
BX004987.1	4.431083207392666	1.8970360775924027	7.472718046958197	7.124106168365089e-06	0.00022669068789891723	4.154399618110663
SPRY2	1.3025891654745605	6.213618792925985	7.465623105398746	7.192765046698944e-06	0.00022765707844011674	3.6946711959900327
ANKRD33B	4.861821520236739	2.013426711351158	7.463294878023527	7.215449194119908e-06	0.00022765707844011674	4.136145117071287
CERKL	4.639114109402498	3.699822164701731	7.462861133736676	7.219683632330708e-06	0.00022765707844011674	3.9470739582172953
MIEF1	0.886509391249942	6.720983011022983	7.459335831873072	7.2541979394735145e-06	0.00022800061733280457	3.6844805280455724
RPE	1.07920467804417	6.014989590224267	7.453041608313186	7.316259596624866e-06	0.00022898057009215457	3.680180416942644
ORC1	2.137525153704033	4.840595739541116	7.451635066149564	7.330205499988785e-06	0.00022898057009215457	3.755756187294458
GATA6	6.349951829743415	0.5435425295567854	7.451519470356923	7.331352895459121e-06	0.00022898057009215457	4.149854556344909
DUS4L	1.3591978275830092	3.2386015021017536	7.450306912430295	7.343400207037027e-06	0.00022898057009215457	4.001993179202801
UBE2S	1.8645983746483594	7.545519766153082	7.432615714081076	7.521592060326132e-06	0.00023410258844055795	3.6508895717649974
ADGRE1	6.897893024528609	-0.7629023089601606	7.417076826840175	7.68191080211455e-06	0.00023821010120136392	4.062094603852952
SSR3	1.4205208008269592	8.236065680101474	7.4112662796862505	7.742792423502489e-06	0.0002396558236865678	3.627222701002834
PRIM1	1.579769023720361	4.442139302633802	7.408760310881157	7.769208022378235e-06	0.00024003139564726284	3.747029873684582
SNRNP27	0.9919041390819663	4.819151237874838	7.406508312828154	7.79302848772593e-06	0.0002403255592535958	3.6941746509650635
TMEM69	1.2629634826678346	5.41089463431959	7.400671949171044	7.855125700195914e-06	0.00024179688213038958	3.6320376408293242
C1QL4	3.7651366026572477	0.4599513236629027	7.397320021334436	7.891027582355754e-06	0.00024229971222437496	4.078556288069123
FHAD1	3.614609107981938	-0.841396244194306	7.3942372655790205	7.924200891425723e-06	0.00024229971222437496	4.028075629092824
NAA10	0.8251179957710448	6.567074578072452	7.391087617743376	7.958247643834185e-06	0.0002427482180579331	3.586808660023742
ADRB1	3.8757540672385637	-1.9617174746543466	7.3683557739143675	8.208645427753149e-06	0.0002490301510906989	3.8849940510203638
ABLIM1	1.9463168385558887	3.486821080368225	7.362645182842251	8.272860501969677e-06	0.0002499951914385486	3.841795534779906
KIAA1524	2.0370779961691063	5.088102616614747	7.362476107961967	8.274769877556355e-06	0.0002499951914385486	3.603258926845119
NRXN3	3.4642495247175003	1.5817944917187243	7.35889116479998	8.315365704708231e-06	0.00025045941110937497	4.0132491096123
SCHIP1	2.6802964049124522	3.494230931880931	7.3541843371575855	8.36898841873559e-06	0.0002516235927615189	3.8287048006256086
PLS1	2.9225860114971605	3.5616532476713916	7.344166659215056	8.484346338133864e-06	0.00025373026495554424	3.8035983426125792
TRAP1	1.4643759233570401	6.761474099758036	7.338345653385892	8.552155443680646e-06	0.0002553038659714754	3.511971453710725
PDCD2L	1.541925192274444	3.509179721906305	7.310547532180918	8.884039298027894e-06	0.0002625308547397009	3.7647715601433145
PYCR1	1.4848435064812007	6.152042080756467	7.305879334266333	8.94110684964809e-06	0.00026363716284567623	3.46724625350761
STIL	1.6875034713384638	5.274737695084708	7.28340621212757	9.221356397422362e-06	0.00027015565191642064	3.4737255785158156
SHMT2	0.7749990636901574	8.094174330854925	7.28300265117049	9.226473743084754e-06	0.00027015565191642064	3.441423814782002
GPC6	8.01452741160978	2.6769834932866767	7.267994733651722	9.418946932559395e-06	0.00027435743690732366	3.8176333195071024
FZD5	2.808589706336462	3.1725475561632392	7.265744621519213	9.448171049333697e-06	0.0002747325446819229	3.7533452719910425
SPATS2L	1.144395390122341	7.021040627445976	7.260733410875281	9.513603712084235e-06	0.0002754454873339952	3.4017625196640715
GMPS	0.9213800426690764	7.129300740738215	7.260550762333517	9.515997703652594e-06	0.0002754454873339952	3.4021144218231143
ANKRD20A8P	3.985951816332438	0.0884886185058836	7.259393886344428	9.531175904414003e-06	0.0002754454873339952	3.893667430584789
ARMC1	0.9145343302442059	5.513543124357696	7.257339017021052	9.558199415802841e-06	0.0002754454873339952	3.4198815956552755
S1PR5	5.14945461357501	-0.05651641399770656	7.247992289022611	9.682152349091216e-06	0.0002781674094550018	3.8760498503806
DDX1	1.0666102832864848	7.685071605827091	7.235231463270621	9.854154846120192e-06	0.0002826259052879557	3.3683572868702694
TMED2	0.8247049615469377	7.991808286164405	7.219585430397339	1.006950221897572e-05	0.00028781993842572263	3.3484490823717303
SMIM15	1.346806312330619	5.855706425816021	7.217111140555511	1.010401430661285e-05	0.00028789121796171565	3.345964941303741
TNFRSF21	5.9499120220601585	4.6370906090671244	7.216950848095506	1.0106254453347549e-05	0.00028789121796171565	3.4451109641100714
GCN1	0.7612640977540046	7.958220588130545	7.213259617883773	1.0157987443996942e-05	0.00028818918831923255	3.338906740910179
TSSC1	0.9238490807352608	5.188028425161902	7.212563856982631	1.0167770173496536e-05	0.00028818918831923255	3.378726154302793
VBP1	1.0111408318156139	5.845255836973719	7.20298815581201	1.0303433660784221e-05	0.00029063863205237096	3.3257926197613763
FAM83D	2.190548117391658	5.532429735732987	7.195485069589247	1.0411080708227298e-05	0.00029260707936985987	3.329228835976963
TMED7	1.3503968699858673	6.693544732351684	7.18962923340285	1.0495926945750919e-05	0.00029449923902710463	3.2967722131460135
ANKRD20A5P	4.413545774690646	-0.22267919501255445	7.187683875182702	1.0524276348263398e-05	0.00029480252097543823	3.7929226827228852
ANAPC1	1.2594829723998222	6.623479026015614	7.185243906826768	1.0559949000799165e-05	0.00029530958877942024	3.290179131675898
EBNA1BP2	1.5866601683077972	6.980407164479425	7.171545513659199	1.0762627579833285e-05	0.0003002982233808256	3.2720974816806727
FSD1	3.096572574365829	3.8497161819532217	7.169587186543587	1.079193948485861e-05	0.0003002982233808256	3.5052077767850456
PYGL	1.4320800145728647	7.233185580016766	7.163468437200882	1.0884073123860871e-05	0.00030236135040120606	3.261736408046673
ADRM1	1.1661788440589431	7.2479876064612725	7.160900145721575	1.0922994745791233e-05	0.0003029418691295598	3.2580690088513506
CDC6	2.0744150615951407	6.157581050749502	7.1586213617539265	1.0957653121667341e-05	0.00030340243165710544	3.2537802772730835
NOL6	1.306912970829985	6.5638129955196725	7.154155162453511	1.1025920471688224e-05	0.0003042900580749819	3.2447039420538006
RPL26L1	1.2619572789302662	5.225348702859349	7.147825399392879	1.112345012513544e-05	0.0003064784036936907	3.2814558789001076
DNMT1	1.1066037459507143	7.929533332542296	7.131367830781278	1.138135610846571e-05	0.0003130711163911345	3.219343951850404
THOC5	1.3153545024238316	6.280405622781773	7.108410072797199	1.175181804879008e-05	0.000321682094374617	3.178935348021506
PSMG3	1.4255717527623863	5.29588413547897	7.085022365733774	1.2142453957802382e-05	0.000329352823336463	3.183788113935659
CENPH	2.0772950004924837	4.280552778645119	7.084340610359812	1.215404643051507e-05	0.000329352823336463	3.30646065651856
THAP4	0.8251510329336327	6.285897271045965	7.081152473756766	1.2208413693021743e-05	0.000329352823336463	3.138896334348095
SRSF9	0.7377955085199748	7.34618038558102	7.07915337909403	1.2242636292167692e-05	0.00032950970937737804	3.138880748661199
RP11-299H22.3	7.686595724786585	-0.13384383628409985	7.074278173062437	1.2326524237533528e-05	0.00033094551575115974	3.644822030302553
EYA4	8.372556971393408	2.074358603055517	7.070094820504978	1.2398995400887567e-05	0.000332360312125546	3.5914157585602675
MMP16	4.606119842169134	5.344953916988718	7.063234595910524	1.2518823699750171e-05	0.00033450535758617033	3.148260795075715
POTEC	2.9820177401760755	0.11942200506579481	7.0529917403028515	1.2700037289187192e-05	0.0003372470525660528	3.6192194413210084
CLMN	1.4264797651840033	4.846159199334298	7.052898772217958	1.2701694786357554e-05	0.0003372470525660528	3.180330227500371
SIX4	5.617628563433813	1.9775504054774384	7.029102158621696	1.313362694658663e-05	0.0003476171151043803	3.539988757667082
BAG2	2.6511107387489394	4.735505981740601	7.023678484095427	1.3234243638273995e-05	0.0003491517327812815	3.150551250119795
NDC1	1.8748343176915272	6.280403623730356	7.014564692275424	1.3405169656238781e-05	0.0003514831301285572	3.040851570435759
COA1	0.8140169111701425	5.815972044308502	7.012081689388251	1.34521437705271e-05	0.0003516232274770529	3.0471701653160634
ALKBH2	1.128563869990698	4.454709767239771	7.008154955861293	1.3526788793559742e-05	0.0003530197814493146	3.1669280248321403
SLC35F2	1.4184575546947027	5.82049032133151	6.997392805829608	1.3733640517922542e-05	0.0003578624747049987	3.0252875785424838
GTF3C2	0.8913862762031739	6.605206840530318	6.985988898487978	1.3956506057794617e-05	0.0003612858293287475	2.997561214458935
IQCJ-SCHIP1	3.294857127530339	2.4192192939609303	6.985010731083246	1.3975800745208426e-05	0.0003612858293287475	3.443671962894715
FAM72D	3.12791095926496	2.105103950259768	6.980136111859085	1.4072378488678973e-05	0.00036275224733010354	3.462330552939168
ANLN	1.7261199989763485	7.683307670320369	6.972424025486799	1.4226626905375989e-05	0.00036616679693515195	2.983173205281796
PUS1	1.2041660574313315	4.885614993386293	6.970070208593374	1.4274062940883182e-05	0.00036676998880287164	3.053706057751702
F12	6.022179313705745	1.2482006029256174	6.967919423114656	1.4317554521207286e-05	0.0003668218579846507	3.487577521301975
NPIPB15	5.778384875036637	-0.10521785278782221	6.965712960579234	1.4362318552450293e-05	0.0003674086573988312	3.4995323298853203
MCM7	1.6110284870637628	8.009599586983992	6.962435434625484	1.442908715780517e-05	0.00036831884160082974	2.971387944629088
IL22RA1	5.475503258196786	-1.80429248218367	6.957572995334366	1.4528752345523925e-05	0.0003699768798048797	3.3980867008229367
NOL10	1.0861984789718093	5.689502394166467	6.955272542363762	1.4576159687293017e-05	0.00036999658368848187	2.9682400224646006
